All Method Calls (7415)

<at.bestsolution.ext.swing.icon.SolidColoredIcon; addChangeListener[javax.swing.event.ChangeListener]; void; at.bestsolution.ext.swing.AlphaColorJButton; AlphaColorJButton[java.awt.Color, int, int, int, int]; void; null; fill_icon_>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite; createContext[java.awt.image.ColorModel, java.awt.image.ColorModel, java.awt.RenderingHints]; java.awt.CompositeContext; null; srcCM>
<org.apache.batik.ext.awt.image.CompositeRule; getCoefficients[]; float[]; org.apache.batik.ext.awt.image.SVGComposite; createContext[java.awt.image.ColorModel, java.awt.image.ColorModel, java.awt.RenderingHints]; java.awt.CompositeContext; null; rule>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; srcCM>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstCM>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<org.apache.batik.ext.awt.image.SVGComposite$AlphaPreCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; this>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; srcCM>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstCM>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<java.awt.image.Raster; getMinX[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getWidth[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getMinY[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getHeight[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getSampleModel[]; java.awt.image.SampleModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
<java.awt.image.SinglePixelPackedSampleModel; getScanlineStride[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; srcSPPSM>
<java.awt.image.Raster; getDataBuffer[]; java.awt.image.DataBuffer; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
<java.awt.image.DataBufferInt; getBankData[]; int[][]; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; srcDB>
<java.awt.image.DataBuffer; getOffset[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; srcDB>
<java.awt.image.SinglePixelPackedSampleModel; getOffset[int, int]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; srcSPPSM>
<java.awt.image.Raster; getSampleModelTranslateX[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
<java.awt.image.Raster; getSampleModelTranslateY[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
<java.awt.image.Raster; getSampleModel[]; java.awt.image.SampleModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstIn>
<java.awt.image.SinglePixelPackedSampleModel; getScanlineStride[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstInSPPSM>
<java.awt.image.Raster; getDataBuffer[]; java.awt.image.DataBuffer; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstIn>
<java.awt.image.DataBufferInt; getBankData[]; int[][]; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstInDB>
<java.awt.image.DataBuffer; getOffset[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstInDB>
<java.awt.image.SinglePixelPackedSampleModel; getOffset[int, int]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstInSPPSM>
<java.awt.image.Raster; getSampleModelTranslateX[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstIn>
<java.awt.image.Raster; getSampleModelTranslateY[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstIn>
<java.awt.image.Raster; getSampleModel[]; java.awt.image.SampleModel; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.SinglePixelPackedSampleModel; getScanlineStride[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOutSPPSM>
<java.awt.image.Raster; getDataBuffer[]; java.awt.image.DataBuffer; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.DataBufferInt; getBankData[]; int[][]; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOutDB>
<java.awt.image.DataBuffer; getOffset[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOutDB>
<java.awt.image.SinglePixelPackedSampleModel; getOffset[int, int]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOutSPPSM>
<java.awt.image.Raster; getSampleModelTranslateX[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getSampleModelTranslateY[]; int; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<org.apache.batik.ext.awt.image.SVGComposite$AlphaPreCompositeContext_INT_PACK; precompose_INT_PACK[int, int, int[], int, int, int[], int, int, int[], int, int]; void; org.apache.batik.ext.awt.image.SVGComposite.AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; this>
<java.awt.image.Raster; getMinX[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getWidth[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getMinY[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getHeight[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getPixels[int, int, int, int, int[]]; int[]; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
<java.awt.image.Raster; getPixels[int, int, int, int, int[]]; int[]; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstIn>
<java.awt.image.WritableRaster; setPixels[int, int, int, int, int[]]; void; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getMinX[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getWidth[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getMinY[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getHeight[]; int; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getPixels[int, int, int, int, int[]]; int[]; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
<java.awt.image.Raster; getPixels[int, int, int, int, int[]]; int[]; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstIn>
<java.awt.image.WritableRaster; setPixels[int, int, int, int, int[]]; void; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_NA; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; OverCompositeContext_INT_PACK_UNPRE[java.awt.image.ColorModel, java.awt.image.ColorModel]; void; null; srcCM>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstCM>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<org.apache.batik.ext.awt.image.SVGComposite$AlphaPreCompositeContext_INT_PACK; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; this>
<java.awt.image.ColorModel; isAlphaPremultiplied[]; boolean; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstCM>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<org.apache.batik.ext.awt.image.GraphicsUtil; coerceData[java.awt.image.WritableRaster, java.awt.image.ColorModel, boolean]; java.awt.image.ColorModel; org.apache.batik.ext.awt.image.SVGComposite.OverCompositeContext_INT_PACK_UNPRE; compose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; GraphicsUtil>
<java.awt.image.Raster; getMinX[]; int; org.apache.batik.ext.awt.image.SVGComposite.InCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getWidth[]; int; org.apache.batik.ext.awt.image.SVGComposite.InCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getMinY[]; int; org.apache.batik.ext.awt.image.SVGComposite.InCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getHeight[]; int; org.apache.batik.ext.awt.image.SVGComposite.InCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; dstOut>
<java.awt.image.Raster; getPixels[int, int, int, int, int[]]; int[]; org.apache.batik.ext.awt.image.SVGComposite.InCompositeContext; precompose[java.awt.image.Raster, java.awt.image.Raster, java.awt.image.WritableRaster]; void; null; src>
